ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-24334N,DIP-25244N|refseq:NP_506174|uniprotkb:Q21932,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40479E,dip-quality-status:,dip:0005(high throughput)
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,DIP-25333N|refseq:NP_503933|uniprotkb:O76674,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40480E,dip-quality-status:,dip:0005(high throughput)
DIP-25023N|refseq:NP_505084|uniprotkb:O16332,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40481E,dip-quality-status:,dip:0005(high throughput)
DIP-25711N|refseq:NP_498777,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40482E,dip-quality-status:,dip:0005(high throughput)
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,DIP-25970N|uniprotkb:Q17991,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40483E,dip-quality-status:,dip:0005(high throughput)
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,DIP-26233N|refseq:NP_492504|uniprotkb:Q93233,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40484E,dip-quality-status:,dip:0005(high throughput)
DIP-24550N|refseq:NP_510096|uniprotkb:Q20437,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40487E,dip-quality-status:,dip:0005(high throughput)
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,DIP-27350N|uniprotkb:Q9XUW3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40490E,dip-quality-status:,dip:0005(high throughput)
DIP-26436N|refseq:NP_510292|uniprotkb:Q21131,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40491E,dip-quality-status:,dip:0005(high throughput)
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,DIP-24286N|refseq:NP_500467|uniprotkb:O02116,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40493E,dip-quality-status:,dip:0005(high throughput)
DIP-26342N|refseq:NP_508981|uniprotkb:Q23192,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40494E,dip-quality-status:,dip:0005(high throughput)
DIP-24816N|refseq:NP_496921|uniprotkb:Q9XUK0,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40495E,dip-quality-status:,dip:0005(high throughput)
DIP-26909N|refseq:NP_493741|uniprotkb:O17287,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40496E,dip-quality-status:,dip:0005(high throughput)
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,DIP-25685N|refseq:NP_504358|uniprotkb:Q966A8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40498E,dip-quality-status:,dip:0005(high throughput)
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,DIP-25033N|refseq:NP_495198|uniprotkb:P56174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40500E,dip-quality-status:,dip:0005(high throughput)
DIP-25958N|refseq:NP_505654|uniprotkb:Q17427,DIP-25445N|refseq:NP_506267|uniprotkb:P90731,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40360E,dip-quality-status:,dip:0005(high throughput)
DIP-24681N|uniprotkb:Q18165,DIP-25958N|refseq:NP_505654|uniprotkb:Q17427,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40361E,dip-quality-status:,dip:0005(high throughput)
DIP-24419N|refseq:NP_503450|uniprotkb:O44631,DIP-24569N|refseq:NP_741617,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40371E,dip-quality-status:,dip:0005(high throughput)
DIP-25477N|refseq:NP_491714|uniprotkb:O01427,DIP-25346N|refseq:NP_508770|uniprotkb:Q19126,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40408E,dip-quality-status:,dip:0005(high throughput)
DIP-26892N|refseq:NP_501365|uniprotkb:Q17446,DIP-26391N|refseq:NP_498227|uniprotkb:Q10930,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40411E,dip-quality-status:,dip:0005(high throughput)
DIP-26892N|refseq:NP_501365|uniprotkb:Q17446,DIP-26515N|refseq:NP_497991,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40414E,dip-quality-status:,dip:0005(high throughput)
DIP-25337N|refseq:NP_508792|uniprotkb:Q966P3,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40485E,dip-quality-status:,dip:0005(high throughput)
DIP-26955N|refseq:NP_492510|uniprotkb:Q93730,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40488E,dip-quality-status:,dip:0005(high throughput)
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,DIP-26150N|refseq:NP_498086|uniprotkb:Q20778,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40489E,dip-quality-status:,dip:0005(high throughput)
DIP-25287N,DIP-25287N,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-40406E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)
DIP-26683N|refseq:NP_507906|uniprotkb:Q9U2W6,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-40497E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)
DIP-25958N|refseq:NP_505654|uniprotkb:Q17427,DIP-25384N|refseq:NP_503729|uniprotkb:O61899,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40363E,dip-quality-status:,dip:0005(high throughput)
DIP-26387N|refseq:NP_493477|uniprotkb:O18302,DIP-24569N|refseq:NP_741617,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40401E,dip-quality-status:,dip:0005(high throughput)
DIP-27121N|refseq:NP_506930|uniprotkb:O17898,DIP-26647N|refseq:NP_001020972|uniprotkb:O01839,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40451E,dip-quality-status:,dip:0005(high throughput)
DIP-25556N|refseq:NP_493917|uniprotkb:O17378,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40492E,dip-quality-status:,dip:0005(high throughput)
DIP-24569N|refseq:NP_741617,DIP-26186N|refseq:NP_504287|uniprotkb:O16364,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40386E,dip-quality-status:,dip:0005(high throughput)
DIP-25463N|refseq:NP_741698|uniprotkb:Q9NES7,DIP-27373N|refseq:NP_505262|uniprotkb:Q22886,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40474E,dip-quality-status:,dip:0005(high throughput)
DIP-25958N|refseq:NP_505654|uniprotkb:Q17427,DIP-26515N|refseq:NP_497991,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40362E,dip-quality-status:,dip:0005(high throughput)
DIP-24569N|refseq:NP_741617,DIP-25084N|refseq:NP_497206|uniprotkb:Q09983,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40374E,dip-quality-status:,dip:0005(high throughput)
DIP-24569N|refseq:NP_741617,DIP-25839N|refseq:NP_495859|uniprotkb:Q22048,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40388E,dip-quality-status:,dip:0005(high throughput)
DIP-27400N|uniprotkb:O16454,DIP-26892N|refseq:NP_501365|uniprotkb:Q17446,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40420E,dip-quality-status:,dip:0005(high throughput)
DIP-26907N|uniprotkb:Q03563,DIP-25378N|refseq:NP_502125|uniprotkb:Q93156,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40453E,dip-quality-status:,dip:0005(high throughput)
DIP-24383N|refseq:NP_490969|uniprotkb:Q95XQ1,DIP-27373N|refseq:NP_505262|uniprotkb:Q22886,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40475E,dip-quality-status:,dip:0005(high throughput)
DIP-26668N|refseq:NP_491787|uniprotkb:O01861,DIP-25422N|refseq:NP_502673|uniprotkb:O45225,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40476E,dip-quality-status:,dip:0005(high throughput)
DIP-27385N|refseq:NP_495966|uniprotkb:Q23390,DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40499E,dip-quality-status:,dip:0005(high throughput)
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539,DIP-26944N|refseq:NP_510811|uniprotkb:P91185,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40486E,dip-quality-status:,dip:0005(high throughput)
DIP-25477N|refseq:NP_491714|uniprotkb:O01427,DIP-26467N|refseq:NP_494846|uniprotkb:P52717,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40409E,dip-quality-status:,dip:0005(high throughput)
DIP-25100N|refseq:NP_493543|uniprotkb:Q9NF14,DIP-27067N|refseq:NP_503968|uniprotkb:O16198,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40515E,dip-quality-status:,dip:0005(high throughput)
DIP-26806N|refseq:NP_504382|uniprotkb:O16500,DIP-26074N|refseq:NP_496223|uniprotkb:O17970,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40546E,dip-quality-status:,dip:0005(high throughput)
DIP-26806N|refseq:NP_504382|uniprotkb:O16500,DIP-25861N|refseq:NP_491061|uniprotkb:Q9N4I4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40564E,dip-quality-status:,dip:0005(high throughput)
DIP-26073N|refseq:NP_504839|uniprotkb:O16313,DIP-26073N|refseq:NP_504839|uniprotkb:O16313,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40591E,dip-quality-status:,dip:0005(high throughput)
DIP-26571N,DIP-24398N|refseq:NP_001021240|uniprotkb:P46563,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40621E,dip-quality-status:,dip:0005(high throughput)
DIP-25535N|refseq:NP_502094|uniprotkb:Q9XVV3,DIP-25739N|refseq:NP_508383|uniprotkb:Q9N5S5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40652E,dip-quality-status:,dip:0005(high throughput)
DIP-26408N|refseq:NP_505632|uniprotkb:Q17935,DIP-26859N|refseq:NP_492380|uniprotkb:Q9XVN9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40697E,dip-quality-status:,dip:0005(high throughput)
DIP-26243N|refseq:NP_501343|uniprotkb:Q18195,DIP-26515N|refseq:NP_497991,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40812E,dip-quality-status:,dip:0005(high throughput)
DIP-26391N|refseq:NP_498227|uniprotkb:Q10930,DIP-26508N|refseq:NP_501543|uniprotkb:Q18240,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40827E,dip-quality-status:,dip:0005(high throughput)
DIP-26516N|refseq:NP_501859|uniprotkb:Q21215,DIP-25501N|refseq:NP_498286|uniprotkb:Q09248,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40845E,dip-quality-status:,dip:0005(high throughput)
DIP-24478N|refseq:NP_497346|uniprotkb:Q95Y72,DIP-25350N|refseq:NP_498869|uniprotkb:Q04908,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction)|MI:0218(physical interaction),DIP-40863E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)
DIP-25650N|refseq:NP_502359|uniprotkb:Q19872,DIP-24363N|refseq:NP_498111|uniprotkb:P46561,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40886E,dip-quality-status:,dip:0005(high throughput)
DIP-26743N|refseq:NP_493502|uniprotkb:O45539,DIP-24380N|refseq:NP_497989|uniprotkb:P46941,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40916E,dip-quality-status:,dip:0005(high throughput)
DIP-26398N|refseq:NP_503258|uniprotkb:O17020,DIP-24380N|refseq:NP_497989|uniprotkb:P46941,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40920E,dip-quality-status:,dip:0005(high throughput)
DIP-24587N|refseq:NP_492467|uniprotkb:O17666,DIP-25407N|refseq:NP_506127|uniprotkb:Q23158,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40961E,dip-quality-status:,dip:0005(high throughput)
DIP-25045N|refseq:NP_741918,DIP-24423N|refseq:NP_500997|uniprotkb:P90740,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40504E,dip-quality-status:,dip:0005(high throughput)
DIP-27385N|refseq:NP_495966|uniprotkb:Q23390,DIP-26806N|refseq:NP_504382|uniprotkb:O16500,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40565E,dip-quality-status:,dip:0005(high throughput)
DIP-25723N|refseq:NP_498169|uniprotkb:Q21648,DIP-25173N|refseq:NP_492575|uniprotkb:Q9U3S0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40579E,dip-quality-status:,dip:0005(high throughput)
DIP-25535N|refseq:NP_502094|uniprotkb:Q9XVV3,DIP-26550N|refseq:NP_499106|uniprotkb:P34604,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40655E,dip-quality-status:,dip:0005(high throughput)
DIP-25964N|refseq:NP_501457|uniprotkb:Q17868,DIP-25308N|refseq:NP_496001|uniprotkb:Q17715,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40666E,dip-quality-status:,dip:0005(high throughput)
DIP-25071N|refseq:NP_498392|uniprotkb:Q18033,DIP-26515N|refseq:NP_497991,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40726E,dip-quality-status:,dip:0005(high throughput)
DIP-24601N|refseq:NP_504771|uniprotkb:O76828,DIP-24624N|refseq:NP_499095|uniprotkb:P34465,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40875E,dip-quality-status:,dip:0005(high throughput)
DIP-25048N|refseq:NP_496492|uniprotkb:Q18668,DIP-26968N|refseq:NP_492738|uniprotkb:Q9U2Z5,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40991E,dip-quality-status:,dip:0005(high throughput)
DIP-26145N|refseq:NP_501584|uniprotkb:Q17559,DIP-25220N|refseq:NP_506170,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40501E,dip-quality-status:,dip:0005(high throughput)
DIP-26145N|refseq:NP_501584|uniprotkb:Q17559,DIP-25421N|refseq:NP_001021628|uniprotkb:P91820,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40502E,dip-quality-status:,dip:0005(high throughput)
DIP-26145N|refseq:NP_501584|uniprotkb:Q17559,DIP-26093N|refseq:NP_504680|uniprotkb:O76449,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40503E,dip-quality-status:,dip:0005(high throughput)
DIP-25461N|refseq:NP_490842|uniprotkb:P55853,DIP-24423N|refseq:NP_500997|uniprotkb:P90740,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40505E,dip-quality-status:,dip:0005(high throughput)
DIP-24608N|refseq:NP_495976|uniprotkb:Q17573,DIP-26867N|uniprotkb:Q9N4B8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40506E,dip-quality-status:,dip:0005(high throughput)
DIP-26158N|refseq:NP_491559|uniprotkb:P91015,DIP-25049N|refseq:NP_741478,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40507E,dip-quality-status:,dip:0005(high throughput)
DIP-25136N|refseq:NP_741750|uniprotkb:Q18076,DIP-26158N|refseq:NP_491559|uniprotkb:P91015,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40508E,dip-quality-status:,dip:0005(high throughput)
DIP-26158N|refseq:NP_491559|uniprotkb:P91015,DIP-26515N|refseq:NP_497991,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40509E,dip-quality-status:,dip:0005(high throughput)
DIP-26666N|refseq:NP_507461|uniprotkb:Q9XUX8,DIP-26158N|refseq:NP_491559|uniprotkb:P91015,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40510E,dip-quality-status:,dip:0005(high throughput)
DIP-26574N|refseq:NP_509142|uniprotkb:P55956,DIP-26158N|refseq:NP_491559|uniprotkb:P91015,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40511E,dip-quality-status:,dip:0005(high throughput)
DIP-26158N|refseq:NP_491559|uniprotkb:P91015,DIP-26873N|refseq:NP_499291|uniprotkb:Q18516,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40512E,dip-quality-status:,dip:0005(high throughput)
DIP-24474N|refseq:NP_504944|uniprotkb:O16453,DIP-27067N|refseq:NP_503968|uniprotkb:O16198,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40513E,dip-quality-status:,dip:0005(high throughput)
DIP-27017N|refseq:NP_491198|uniprotkb:Q9TYS3,DIP-27067N|refseq:NP_503968|uniprotkb:O16198,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40514E,dip-quality-status:,dip:0005(high throughput)
DIP-25648N,DIP-25115N|refseq:NP_498811|uniprotkb:P34278,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40517E,dip-quality-status:,dip:0005(high throughput)
DIP-25115N|refseq:NP_498811|uniprotkb:P34278,DIP-25971N|uniprotkb:Q21431,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40518E,dip-quality-status:,dip:0005(high throughput)
DIP-25420N|refseq:NP_510459|uniprotkb:Q9BI72,DIP-25115N|refseq:NP_498811|uniprotkb:P34278,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40519E,dip-quality-status:,dip:0005(high throughput)
DIP-24619N|refseq:NP_498806|uniprotkb:P34286,DIP-25290N|refseq:NP_501086|uniprotkb:Q17746,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40520E,dip-quality-status:,dip:0005(high throughput)
DIP-26903N|refseq:NP_494014|uniprotkb:O17200,DIP-24619N|refseq:NP_498806|uniprotkb:P34286,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-40521E,dip-quality-status:,dip:0005(high throughput)
